case_number,court,date,case_type,case_name,result,summary,reasoning,keywords
2023나23458,서울고등법원,2023-08-09,민사,신주발행 무효확인,원고 승소,법령·정관 위반의 신주발행의 무효를 구하는 사건,신주발행절차에 중대한 하자가 있으므로 신주발행은 무효이다,신주발행,주식,무효,회사법
2022가단67891,서울북부지방법원,2022-09-05,민사,소비대차,원고 승소,금전 대차 관계에서 차용금의 반환을 구하는 사건,금전 대차 계약이 인정되고 변제 사실이 입증되지 않으므로 차용금 및 이자를 반환하여야 한다,소비대차,차용금,변제,이자
2023고단9012,수원지방법원,2023-09-03,형사,특수절도,유죄,여러 명이 공모하여 타인의 재물을 야간에 절취한 사건,공모 관계와 야간 절취 행위가 인정되므로 특수절도죄가 성립한다,특수절도,공모,야간,형사
2022가합67892,대전지방법원,2022-08-23,민사,후원계약 취소,원고 승소,불법적 권유에 의하여 체결된 후원계약의 취소를 구하는 사건,강박에 의한 계약이 인정되므로 계약 취소 의사 표시는 유효하여 후원금을 반환하여야 한다,강박,계약취소,반환,민법
2023나34563,광주고등법원,2023-06-16,민사,자동차 매매계약 하자담보책임,원고 승소,중고차 매매 계약에서 하자로 인한 손해배상을 구하는 사건,매도인이 알면서 고지하지 않은 하자가 인정되므로 하자담보책임에 기한 손해배상 의무가 있다,하자담보책임,매매,중고차,손해배상
2022고합3457,서울중앙지방법원,2022-07-19,형사,위계공무집행방해,유죄,피고인이 위계를 사용하여 공무원의 직무 집행을 방해한 사건,위계 행사와 공무 집행 방해 사이의 인과관계가 인정되므로 위계공무집행방해죄가 성립한다,공무집행방해,위계,공무원,형사
2023가합89014,서울서부지방법원,2023-10-16,민사,근로자 산재 손해배상,원고 승소,사업주의 안전 의무 위반으로 근로자가 산업재해를 당한 사건,안전보건조치 의무 위반이 인정되고 재해와의 인과관계가 인정되므로 손해를 배상하여야 한다,산업재해,안전의무,손해배상,노동법
2023나56791,서울고등법원,2023-10-08,민사,약속어음 부도에 따른 손해배상,원고 승소,약속어음 발행인이 어음 부도를 낸 사건,어음 발행의 사기적 의도가 인정되므로 불법행위에 기한 손해배상 의무가 있다,약속어음,부도,손해배상,유가증권
2022가단78902,인천지방법원,2022-12-19,민사,독점적 대리점계약 위반,원고 일부 승소,독점 대리점 계약 위반으로 인한 손해배상을 구하는 사건,독점 조항 위반이 인정되나 실제 손해액이 청구액보다 적으므로 입증된 손해액만 인정한다,대리점,독점계약,손해배상,상사
2023고단0124,광주지방법원,2023-01-25,형사,무고,유죄,피고인이 타인을 형사처분받게 할 목적으로 허위 신고를 한 사건,허위 신고의 고의 및 목적이 인정되므로 무고죄가 성립한다,무고,허위신고,형사,인신범죄
2022가합78903,서울동부지방법원,2022-07-11,민사,상린관계에 의한 방해제거청구,원고 승소,인접 토지 소유자의 방해 행위에 대해 제거를 청구하는 사건,상린관계에 기한 방해 행위가 인정되므로 피고는 방해물을 제거하여야 한다,상린관계,방해제거,소유권,부동산
2023나67893,대전고등법원,2023-10-20,민사,설계용역비 청구,원고 일부 승소,설계사가 의뢰인에게 설계 용역비를 청구하는 사건,설계 용역이 완료되었음이 인정되나 설계 변경으로 인한 비용 감소분이 공제되어 일부만 인정된다,설계용역,도급,용역비,계약
2022고합4568,부산고등법원,2022-10-06,형사,조직폭력,유죄,범죄단체를 구성하고 다수의 범죄를 저지른 사건,조직의 지속성·계획성이 인정되고 다수 범죄 행위가 입증되었으므로 범죄단체구성죄 등이 성립한다,조직폭력,범죄단체,형사,강력범죄
2023가합01236,서울중앙지방법원,2023-02-07,민사,아파트 층간소음 손해배상,원고 일부 승소,층간소음으로 인한 정신적·물질적 피해에 대한 배상을 구하는 사건,층간소음이 수인한도를 초과함이 인정되나 손해 범위는 제한되므로 일부만 인정된다,층간소음,수인한도,손해배상,생활방해
2023나78904,서울고등법원,2023-10-27,민사,직장 내 괴롭힘으로 인한 손해배상,원고 승소,직장 내 괴롭힘을 이유로 사용자와 행위자를 상대로 손해배상을 구하는 사건,직장 내 괴롭힘 행위가 인정되고 사용자의 주의의무 위반도 인정되므로 손해를 배상하여야 한다,직장내괴롭힘,손해배상,근로기준법,사용자책임
